expansion,type,id,name,url,source,meta
classic,spell,552,Abolish Disease,https://www.wowhead.com/classic/spell=552,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,568,Arcane Burst,https://www.wowhead.com/classic/spell=568,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,776,Abolish Magic,https://www.wowhead.com/classic/spell=776,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,791,Abolish Magic,https://www.wowhead.com/classic/spell=791,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,1008,Amplify Magic,https://www.wowhead.com/classic/spell=1008,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,1066,Aquatic Form,https://www.wowhead.com/classic/spell=1066,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,1267,Amplify Magic,https://www.wowhead.com/classic/spell=1267,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,1269,Abolish Disease,https://www.wowhead.com/classic/spell=1269,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,1399,Anti-Magic,https://www.wowhead.com/classic/spell=1399,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,1437,Abolish Magic,https://www.wowhead.com/classic/spell=1437,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,1446,Aquatic Form,https://www.wowhead.com/classic/spell=1446,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,1449,Arcane Explosion,https://www.wowhead.com/classic/spell=1449,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,1459,Arcane Intellect,https://www.wowhead.com/classic/spell=1459,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,1460,Arcane Intellect,https://www.wowhead.com/classic/spell=1460,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,1461,Arcane Intellect,https://www.wowhead.com/classic/spell=1461,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,1467,Arcane Explosion,https://www.wowhead.com/classic/spell=1467,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,1472,Arcane Intellect,https://www.wowhead.com/classic/spell=1472,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,1473,Arcane Intellect,https://www.wowhead.com/classic/spell=1473,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,1474,Arcane Intellect,https://www.wowhead.com/classic/spell=1474,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,1475,Arcane Intellect,https://www.wowhead.com/classic/spell=1475,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,2008,Ancestral Spirit,https://www.wowhead.com/classic/spell=2008,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,2014,Ancestral Spirit,https://www.wowhead.com/classic/spell=2014,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,2020,Apprentice Blacksmith,https://www.wowhead.com/classic/spell=2020,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,2155,Apprentice Leatherworking,https://www.wowhead.com/classic/spell=2155,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,2259,Alchemy,https://www.wowhead.com/classic/spell=2259,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,2275,Apprentice Alchemist,https://www.wowhead.com/classic/spell=2275,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,2372,Apprentice Herbalist,https://www.wowhead.com/classic/spell=2372,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,2551,Apprentice Cook,https://www.wowhead.com/classic/spell=2551,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,2581,Apprentice Miner,https://www.wowhead.com/classic/spell=2581,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,2893,Abolish Poison,https://www.wowhead.com/classic/spell=2893,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,2897,Abolish Poison,https://www.wowhead.com/classic/spell=2897,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,2916,(OLD) Magic Focus,https://www.wowhead.com/classic/spell=2916,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,2950,Anti-Holy,https://www.wowhead.com/classic/spell=2950,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,3065,Arcane Intellect,https://www.wowhead.com/classic/spell=3065,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,3066,Arcane Intellect,https://www.wowhead.com/classic/spell=3066,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,3101,Alchemy,https://www.wowhead.com/classic/spell=3101,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,3137,Abolish Poison Effect,https://www.wowhead.com/classic/spell=3137,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,3159,Agility,https://www.wowhead.com/classic/spell=3159,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,3160,Agility,https://www.wowhead.com/classic/spell=3160,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,3247,Agonizing Pain,https://www.wowhead.com/classic/spell=3247,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,3279,Apprentice First Aid,https://www.wowhead.com/classic/spell=3279,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,3464,Alchemy,https://www.wowhead.com/classic/spell=3464,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,3911,Apprentice Tailor,https://www.wowhead.com/classic/spell=3911,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,3965,Advanced Target Dummy,https://www.wowhead.com/classic/spell=3965,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,3976,Accurate Scope,https://www.wowhead.com/classic/spell=3976,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,3979,Accurate Scope,https://www.wowhead.com/classic/spell=3979,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,4021,Accurate Scope,https://www.wowhead.com/classic/spell=4021,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,4022,Advanced Target Dummy,https://www.wowhead.com/classic/spell=4022,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,4039,Apprentice Engineer,https://www.wowhead.com/classic/spell=4039,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,4048,Advanced Target Dummy Passive,https://www.wowhead.com/classic/spell=4048,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,4049,Advanced Target Dummy,https://www.wowhead.com/classic/spell=4049,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,4072,Advanced Target Dummy,https://www.wowhead.com/classic/spell=4072,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,4092,Advanced Target Dummy Spawn Effect,https://www.wowhead.com/classic/spell=4092,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,4239,Activating Defenses,https://www.wowhead.com/classic/spell=4239,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,4398,2H Axe Mastery,https://www.wowhead.com/classic/spell=4398,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,4399,2H Axe Mastery,https://www.wowhead.com/classic/spell=4399,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,4400,2H Axe Mastery,https://www.wowhead.com/classic/spell=4400,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,4401,2H Axe Mastery,https://www.wowhead.com/classic/spell=4401,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,4402,2H Mace Mastery,https://www.wowhead.com/classic/spell=4402,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,4403,2H Mace Mastery,https://www.wowhead.com/classic/spell=4403,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,4404,2H Mace Mastery,https://www.wowhead.com/classic/spell=4404,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,4405,2H Mace Mastery,https://www.wowhead.com/classic/spell=4405,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
classic,spell,4406,2H Sword Mastery,https://www.wowhead.com/classic/spell=4406,wowhead-listview,"{""listview_source"": ""g_listviews.spells"", ""page"": ""https://www.wowhead.com/classic/spells""}"
